Created Due : Mon Aug  1 15:18:49 2022

Time,actual_pos,actual_vel,actual_tor
1659334735-4127,0,33,
1659334735-4126,37,21,
1659334735-4126,0,-3,
1659334735-4126,0,5,
1659334735-4125,0,14,
1659334735-4125,0,33,
1659334735-4126,0,26,
1659334735-4126,0,33,
1659334735-4126,0,40,
1659334735-4126,0,36,
1659334735-4126,0,19,
1659334735-4125,37,-26,
1659334735-4125,0,-5,
1659334735-4125,0,36,
1659334735-4125,0,40,
1659334735-4125,0,14,
1659334735-4125,0,-3,
1659334735-4125,0,-10,
1659334735-4125,0,5,
1659334735-4125,0,26,
1659334735-4125,-37,36,
1659334735-4126,0,-3,
1659334735-4126,0,2,
1659334735-4126,0,-3,
1659334735-4126,0,24,
1659334735-4125,0,-14,
1659334735-4125,0,50,
1659334735-4125,0,-17,
1659334735-4125,0,-24,
1659334735-4126,-37,-14,
1659334735-4126,0,-3,
1659334735-4126,0,-10,
1659334735-4126,0,5,
1659334735-4125,0,50,
1659334735-4126,-37,12,
1659334735-4126,0,11,
1659334735-4126,0,2,
1659334735-4127,0,52,
1659334735-4127,0,12,
1659334735-4126,0,-36,
1659334735-4126,0,17,
1659334735-4126,0,-3,
1659334735-4126,0,-5,
1659334735-4126,0,29,
1659334735-4126,0,-5,
1659334735-4126,0,9,
1659334735-4126,0,-19,
1659334735-4125,0,12,
1659334735-4125,0,-14,
1659334735-4125,0,-7,
1659334735-4125,0,24,
1659334735-4125,0,24,
1659334735-4125,0,38,
1659334735-4125,0,0,
1659334735-4125,0,21,
1659334735-4125,0,-14,
1659334735-4126,-37,9,
1659334735-4126,0,12,
1659334735-4126,0,21,
1659334735-4126,0,17,
1659334735-4126,0,2,
1659334735-4125,0,26,
1659334735-4125,0,5,
1659334735-4125,0,-3,
1659334735-4125,0,0,
1659334735-4126,0,41,
1659334735-4126,0,19,
1659334735-4126,0,5,
1659334735-4126,0,-26,
1659334735-4126,0,2,
1659334735-4126,0,10,
1659334735-4125,0,-36,
1659334735-4125,0,19,
1659334735-4125,0,5,
1659334735-4125,0,17,
1659334735-4125,0,26,
1659334735-4125,0,17,
1659334735-4125,0,-7,
1659334735-4125,0,21,
1659334735-4125,0,7,
1659334735-4125,0,5,
1659334735-4125,0,7,
1659334735-4125,0,17,
1659334735-4125,0,31,
1659334735-4125,0,-3,
1659334735-4125,0,-29,
1659334735-4125,0,-24,
1659334735-4125,0,14,
1659334735-4125,0,17,
1659334735-4125,0,14,
1659334735-4125,0,2,
1659334735-4125,0,-3,
1659334735-4125,0,12,
1659334735-4125,0,-26,
1659334735-4125,0,-24,
1659334735-4125,0,17,
1659334735-4125,0,17,
1659334735-4125,0,0,
1659334735-4125,0,-19,
1659334735-4125,0,5,
1659334735-4126,0,24,
1659334735-4127,0,19,
1659334735-4127,0,5,
1659334735-4126,0,-34,
1659334735-4125,0,-43,
1659334735-4125,0,26,
1659334735-4125,0,-10,
1659334735-4125,0,14,
1659334735-4125,0,-14,
1659334735-4125,0,2,
1659334735-4125,0,17,
1659334735-4125,0,9,
1659334735-4125,0,2,
1659334735-4125,0,-26,
1659334735-4125,0,5,
1659334735-4125,0,5,
1659334735-4125,0,11,
1659334735-4125,0,17,
1659334735-4125,0,14,
1659334735-4125,0,9,
1659334735-4125,0,40,
1659334735-4125,0,-19,
1659334735-4125,0,-24,
1659334735-4125,0,17,
1659334735-4125,0,5,
1659334735-4125,0,-12,
1659334735-4125,0,24,
1659334735-4126,0,19,
1659334735-4126,0,7,
1659334735-4125,0,0,
1659334735-4125,0,31,
1659334735-4125,-37,29,
1659334735-4126,0,26,
1659334735-4126,0,-19,
1659334735-4125,37,-31,
1659334735-4125,0,-26,
1659334735-4125,0,24,
1659334735-4125,-37,12,
1659334735-4126,0,-5,
1659334735-4126,0,12,
1659334735-4126,0,-3,
1659334735-4126,0,7,
1659334735-4126,0,2,
1659334735-4126,0,38,
1659334735-4126,0,-3,
1659334735-4126,37,36,
1659334735-4125,0,-14,
1659334735-4125,0,5,
1659334735-4125,0,-5,
1659334735-4125,0,-32,
1659334735-4125,0,26,
1659334735-4125,0,36,
1659334735-4125,0,-22,
1659334735-4125,0,-17,
1659334735-4125,0,14,
1659334735-4125,0,-26,
1659334735-4125,0,29,
1659334735-4125,0,-17,
1659334735-4125,0,-14,
1659334735-4125,0,-14,
1659334735-4126,0,5,
1659334735-4126,0,9,
1659334735-4126,0,-7,
1659334735-4126,0,0,
1659334735-4125,0,-19,
1659334735-4125,0,24,
1659334735-4125,0,11,
1659334735-4125,0,43,
1659334735-4125,0,2,
1659334735-4125,0,-14,
1659334735-4125,0,-22,
1659334735-4125,0,-5,
1659334735-4125,0,-7,
1659334735-4125,0,-2,
1659334735-4126,0,45,
1659334735-4126,0,-7,
1659334735-4126,0,-12,
1659334735-4126,0,-12,
1659334735-4126,0,0,
1659334735-4126,0,2,
1659334735-4126,0,7,
1659334735-4126,0,-14,
1659334735-4126,0,7,
1659334735-4126,0,24,
1659334735-4126,0,-5,
1659334735-4126,0,29,
1659334735-4126,0,-7,
1659334735-4127,0,-3,
1659334735-4127,0,-5,
1659334735-4127,0,21,
1659334735-4127,0,-7,
1659334735-4127,37,17,
1659334735-4126,0,-5,
1659334735-4125,0,-7,
1659334735-4125,0,26,
1659334735-4125,0,-17,
1659334735-4125,0,17,
1659334735-4125,0,43,
1659334735-4125,0,-17,
1659334735-4125,0,-36,
1659334735-4126,-37,5,
1659334735-4126,0,-7,
1659334735-4126,0,-3,
1659334735-4126,37,7,
1659334735-4125,0,29,
1659334735-4125,0,10,
1659334735-4125,0,-7,
1659334735-4126,0,-5,
1659334735-4126,0,12,
1659334735-4126,0,14,
1659334735-4127,0,21,
1659334735-4127,0,-3,
1659334735-4127,0,7,
1659334735-4126,0,-24,
1659334735-4126,0,2,
1659334735-4126,0,-5,
1659334735-4125,37,-34,
1659334735-4125,0,14,
1659334735-4126,-37,45,
1659334735-4126,-37,7,
1659334735-4127,0,0,
1659334735-4127,0,18,
1659334735-4127,0,5,
1659334735-4126,0,-10,
1659334735-4126,0,7,
1659334735-4126,0,-7,
1659334735-4126,0,21,
1659334735-4128,0,7,
1659334735-4128,0,9,
1659334735-4127,0,-14,
1659334735-4126,0,11,
1659334735-4126,0,24,
1659334735-4126,0,9,
1659334735-4126,0,36,
1659334735-4126,0,-10,
1659334735-4126,0,-3,
1659334735-4126,0,31,
1659334735-4126,0,-12,
1659334735-4126,0,14,
1659334735-4126,0,26,
1659334735-4126,0,14,
1659334735-4127,0,24,
1659334735-4127,0,0,
1659334735-4126,37,24,
1659334735-4125,0,0,
1659334735-4125,0,-5,
1659334735-4125,0,12,
1659334735-4126,0,17,
1659334735-4126,0,14,
1659334735-4126,0,0,
1659334735-4125,0,0,
1659334735-4125,0,-7,
1659334735-4125,0,-17,
1659334735-4125,0,-14,
1659334735-4125,0,9,
1659334735-4125,0,2,
1659334735-4125,0,5,
1659334735-4126,-37,-5,
1659334735-4126,0,7,
1659334735-4126,0,29,
1659334735-4126,0,47,
1659334735-4126,0,-10,
1659334735-4126,0,14,
1659334735-4126,0,7,
1659334735-4125,0,-19,
1659334735-4125,0,24,
1659334735-4125,0,-5,
1659334735-4126,0,5,
1659334735-4127,0,-5,
1659334735-4127,0,-14,
1659334735-4127,0,14,
1659334735-4126,0,-22,
1659334735-4125,0,-5,
1659334735-4125,0,0,
1659334735-4125,0,-10,
1659334735-4125,0,7,
1659334735-4125,0,7,
1659334735-4126,-37,-12,
1659334735-4126,0,-19,
1659334735-4126,0,14,
1659334735-4126,0,26,
1659334735-4126,0,19,
1659334735-4126,0,9,
1659334735-4127,-37,-7,
1659334735-4127,0,3,
1659334735-4126,0,0,
1659334735-4126,0,7,
1659334735-4126,0,14,
1659334735-4127,0,14,
1659334735-4127,0,-17,
1659334735-4127,0,28,
1659334735-4127,0,-7,
1659334735-4126,0,-8,
1659334735-4126,0,2,
1659334735-4126,0,36,
1659334735-4126,0,0,
1659334735-4126,0,5,
1659334735-4126,0,-3,
1659334735-4127,0,26,
1659334735-4127,0,3,
1659334735-4127,0,7,
1659334735-4127,0,-7,
1659334735-4127,0,9,
1659334735-4127,0,28,
1659334735-4127,0,26,
1659334735-4127,0,26,
1659334735-4127,0,3,
1659334735-4127,0,7,
1659334735-4127,0,7,
1659334735-4127,0,26,
1659334735-4127,0,28,
1659334735-4127,0,-9,
1659334735-4127,0,31,
1659334735-4127,0,5,
1659334735-4128,0,41,
1659334735-4128,0,9,
1659334735-4128,37,5,
1659334735-4127,0,-5,
1659334735-4127,0,14,
1659334735-4127,0,16,
1659334735-4127,0,45,
1659334735-4127,0,3,
1659334735-4127,0,9,
1659334735-4127,0,3,
1659334735-4127,0,31,
1659334735-4128,-37,-17,
1659334735-4128,0,21,
1659334735-4127,37,-14,
1659334735-4126,0,-5,
1659334735-4126,0,12,
1659334735-4126,0,5,
1659334735-4126,0,2,
1659334735-4126,0,5,
1659334735-4126,0,41,
1659334735-4126,-37,-12,
1659334735-4127,0,10,
1659334735-4127,0,16,
1659334735-4126,37,-7,
1659334735-4126,0,14,
1659334735-4126,0,19,
1659334735-4127,0,41,
1659334735-4127,0,-7,
1659334735-4127,0,7,
1659334735-4127,0,12,
1659334735-4127,0,7,
1659334735-4127,0,16,
1659334735-4127,0,30,
1659334735-4127,0,3,
1659334735-4127,0,-14,
1659334735-4128,0,54,
1659334735-4128,0,24,
1659334735-4127,0,-32,
1659334735-4126,0,5,
1659334735-4126,0,36,
1659334735-4126,0,7,
1659334735-4127,-37,3,
1659334735-4127,0,-10,
1659334735-4127,0,-7,
1659334735-4127,0,52,
1659334735-4127,0,24,
1659334735-4127,37,5,
1659334735-4126,0,17,
1659334735-4126,0,-22,
1659334735-4126,0,5,
1659334735-4127,0,14,
1659334735-4127,0,26,
1659334735-4127,0,-12,
1659334735-4127,0,21,
1659334735-4127,0,-14,
1659334735-4126,0,-43,
1659334735-4126,0,-3,
1659334735-4127,-37,2,
1659334735-4127,0,3,
1659334735-4127,0,24,
1659334735-4127,0,0,
1659334735-4128,0,33,
1659334735-4128,0,-5,
1659334735-4127,0,-3,
1659334735-4126,0,-19,
1659334735-4126,0,-5,
1659334735-4126,0,-19,
1659334735-4126,0,-14,
1659334735-4126,0,24,
1659334735-4127,-37,0,
1659334735-4127,0,5,
1659334735-4127,0,-19,
1659334735-4127,0,-3,
1659334735-4127,0,5,
1659334735-4127,0,21,
1659334735-4127,0,14,
1659334735-4127,0,7,
1659334735-4127,0,-3,
1659334735-4127,0,3,
1659334735-4127,0,-14,
1659334735-4127,0,43,
1659334735-4126,37,2,
1659334735-4126,0,-17,
1659334735-4126,0,14,
1659334735-4126,0,-5,
1659334735-4126,0,14,
1659334735-4126,0,9,
1659334735-4126,0,14,
1659334735-4126,0,-22,
1659334735-4126,0,-17,
1659334735-4126,0,19,
1659334735-4125,0,9,
1659334735-4125,0,2,
1659334735-4127,-37,14,
1659334735-4127,0,5,
1659334735-4127,0,-7,
1659334735-4127,0,-5,
1659334735-4127,0,3,
1659334735-4127,0,5,
1659334735-4127,0,31,
1659334735-4126,0,-5,
1659334735-4126,0,17,
1659334735-4126,0,14,
1659334735-4126,0,-12,
1659334735-4126,0,14,
1659334735-4126,0,-7,
1659334735-4126,0,-7,
1659334735-4126,0,17,
1659334735-4126,0,36,
1659334735-4127,0,-38,
1659334735-4127,0,5,
1659334735-4127,0,10,
1659334735-4126,37,-5,
1659334735-4126,0,0,
1659334735-4126,0,7,
1659334735-4126,0,2,
1659334735-4126,0,7,
1659334735-4126,0,29,
1659334735-4126,0,-10,
1659334735-4126,0,14,
1659334735-4126,0,33,
1659334735-4126,0,24,
1659334735-4126,0,-5,
1659334735-4127,0,48,
1659334735-4127,0,5,
1659334735-4127,0,7,
1659334735-4127,0,-5,
1659334735-4127,0,12,
1659334735-4127,0,5,
1659334735-4126,0,9,
1659334735-4126,0,33,
1659334735-4126,0,5,
1659334735-4126,0,2,
1659334735-4126,0,14,
1659334735-4127,0,24,
1659334735-4128,0,26,
1659334735-4128,0,3,
1659334735-4128,0,14,
1659334735-4127,37,14,
1659334735-4127,0,7,
1659334735-4126,0,-32,
1659334735-4126,0,-10,
1659334735-4127,-37,0,
1659334735-4127,0,-17,
1659334735-4127,0,7,
1659334735-4127,37,14,
1659334735-4126,0,-19,
1659334735-4126,0,-14,
1659334735-4126,0,14,
1659334735-4126,0,29,
1659334735-4126,0,-26,
1659334735-4126,0,-3,
1659334735-4126,0,-5,
1659334735-4126,0,0,
1659334735-4126,0,36,
1659334735-4126,-37,36,
1659334735-4127,0,7,
1659334735-4127,0,41,
1659334735-4127,0,3,
1659334735-4126,0,-14,
1659334735-4126,0,-7,
1659334735-4126,0,57,
1659334735-4126,0,-2,
1659334735-4127,0,33,
1659334735-4127,0,3,
1659334735-4127,0,5,
1659334735-4127,0,12,
1659334735-4126,0,29,
1659334735-4126,0,2,
1659334735-4126,0,24,
1659334735-4126,0,36,
1659334735-4126,0,5,
1659334735-4127,0,14,
1659334735-4127,0,0,
1659334735-4127,0,33,
1659334735-4127,0,-7,
1659334735-4126,0,5,
1659334735-4126,0,7,
1659334735-4126,0,24,
1659334735-4126,0,0,
1659334735-4126,0,7,
1659334735-4126,0,0,
1659334735-4126,0,9,
1659334735-4126,-37,33,
1659334735-4127,0,28,
1659334735-4127,0,14,
1659334735-4127,0,14,
1659334735-4127,0,16,
1659334735-4127,0,-19,
1659334735-4127,0,7,
1659334735-4126,0,-14,
1659334735-4126,0,12,
1659334735-4125,0,-19,
1659334735-4125,0,31,
1659334735-4126,0,-3,
1659334735-4127,-37,21,
1659334735-4127,0,-5,
1659334735-4126,37,17,
1659334735-4125,0,-7,
1659334735-4125,0,-14,
1659334735-4125,0,-17,
1659334735-4126,0,19,
1659334735-4126,0,7,
1659334735-4126,0,-3,
1659334735-4126,0,2,
1659334735-4126,0,26,
1659334735-4126,0,14,
1659334735-4127,0,0,
1659334735-4127,0,-7,
1659334735-4127,0,16,
1659334735-4126,37,-5,
1659334735-4126,0,-7,
1659334735-4126,0,7,
1659334735-4126,0,-7,
1659334735-4126,0,17,
1659334735-4126,0,12,
1659334735-4126,0,5,
1659334735-4126,0,-5,
1659334735-4127,0,29,
1659334735-4127,0,32,
1659334735-4127,37,-5,
1659334735-4126,0,-3,
1659334735-4126,0,2,
1659334735-4126,0,5,
1659334735-4126,0,5,
1659334735-4126,0,5,
1659334735-4126,0,17,
1659334735-4126,0,14,
1659334735-4127,0,16,
1659334735-4127,0,14,
1659334735-4127,0,-3,
1659334735-4126,37,-5,
1659334735-4126,0,14,
1659334735-4126,0,0,
1659334735-4126,0,38,
1659334735-4126,0,38,
1659334735-4126,0,-19,
1659334735-4127,0,24,
1659334735-4127,0,28,
1659334735-4127,0,5,
1659334735-4126,37,38,
1659334735-4126,0,14,
1659334735-4126,0,-3,
1659334735-4126,0,7,
1659334735-4126,0,-21,
1659334735-4126,0,-22,
1659334735-4126,0,12,
1659334735-4126,0,29,
1659334735-4126,0,-10,
1659334735-4125,37,-26,
1659334735-4125,0,4,
1659334736-4125,0,24,
1659334736-4125,0,5,
1659334736-4126,-37,21,
1659334736-4126,0,2,
1659334736-4126,0,12,
1659334736-4126,0,36,
1659334736-4126,0,33,
1659334736-4126,0,-24,
1659334736-4126,0,2,
1659334736-4126,0,-19,
1659334736-4126,0,21,
1659334736-4126,0,14,
1659334736-4126,0,-3,
1659334736-4126,0,-36,
1659334736-4126,0,-5,
1659334736-4126,0,-5,
1659334736-4126,0,21,
1659334736-4126,0,-3,
1659334736-4126,0,17,
1659334736-4126,0,-26,
1659334736-4126,0,-3,
1659334736-4126,0,2,
1659334736-4125,37,-14,
1659334736-4125,0,14,
1659334736-4125,0,2,
1659334736-4125,0,21,
1659334736-4126,0,5,
1659334736-4126,0,17,
1659334736-4126,0,21,
1659334736-4126,0,-19,
1659334736-4126,0,-10,
1659334736-4126,0,-5,
1659334736-4127,-37,7,
1659334736-4127,0,5,
1659334736-4127,0,14,
1659334736-4127,0,7,
1659334736-4126,0,-10,
1659334736-4126,0,0,
1659334736-4127,-37,47,
1659334736-4127,0,-11,
1659334736-4127,0,14,
1659334736-4127,0,9,
1659334736-4127,0,5,
1659334736-4126,0,-43,
1659334736-4126,0,-5,
1659334736-4126,0,5,
1659334736-4126,0,-5,
1659334736-4126,0,14,
1659334736-4126,0,7,
1659334736-4126,0,33,
1659334736-4126,0,-29,
1659334736-4126,0,-5,
1659334736-4126,0,36,
1659334736-4125,0,-32,
1659334736-4125,0,12,
1659334736-4125,0,-3,
1659334736-4125,0,-19,
1659334736-4124,0,-17,
1659334736-4124,0,4,
1659334736-4126,-37,24,
1659334736-4126,0,-14,
1659334736-4126,0,-7,
1659334736-4127,-37,45,
1659334736-4127,0,-7,
1659334736-4127,0,3,
1659334736-4127,0,0,
1659334736-4127,37,17,
1659334736-4126,0,36,
1659334736-4126,0,29,
1659334736-4126,0,-5,
1659334736-4126,0,-5,
1659334736-4126,0,2,
1659334736-4126,0,26,
1659334736-4126,0,-22,
1659334736-4126,0,-12,
1659334736-4126,0,5,
1659334736-4126,0,-3,
1659334736-4126,0,5,
1659334736-4126,0,-14,
1659334736-4126,0,0,
1659334736-4126,0,-5,
1659334736-4126,0,-5,
1659334736-4126,0,-7,
1659334736-4125,0,0,
1659334736-4125,0,-7,
1659334736-4125,0,-3,
1659334736-4126,0,2,
1659334736-4126,0,5,
1659334736-4126,0,31,
1659334736-4126,0,-14,
1659334736-4126,0,-5,
1659334736-4126,0,14,
1659334736-4126,0,-5,
1659334736-4126,0,33,
1659334736-4126,0,-12,
1659334736-4126,0,-10,
1659334736-4126,37,0,
1659334736-4125,0,26,
1659334736-4125,0,21,
1659334736-4125,0,2,
1659334736-4126,0,12,
1659334736-4126,0,9,
1659334736-4126,0,-10,
1659334736-4126,0,36,
1659334736-4125,37,14,
1659334736-4125,0,-7,
1659334736-4125,0,12,
1659334736-4125,0,-29,
1659334736-4125,0,31,
1659334736-4126,-37,47,
1659334736-4126,0,12,
1659334736-4126,0,0,
1659334736-4126,0,29,
1659334736-4126,0,36,
1659334736-4126,0,33,
1659334736-4126,0,12,
1659334736-4126,0,-12,
1659334736-4126,0,26,
1659334736-4126,0,-36,
1659334736-4126,0,19,
1659334736-4126,0,5,
1659334736-4126,0,0,
1659334736-4126,0,-7,
1659334736-4126,0,-7,
1659334736-4127,0,-7,
1659334736-4127,0,40,
1659334736-4126,0,0,
1659334736-4126,0,11,
1659334736-4126,0,29,
1659334736-4126,0,11,
1659334736-4126,0,33,
1659334736-4126,0,24,
1659334736-4127,-37,5,
1659334736-4127,0,24,
1659334736-4127,0,-24,
1659334736-4127,0,5,
1659334736-4127,0,-24,
1659334736-4126,0,17,
1659334736-4126,0,-7,
1659334736-4126,0,-3,
1659334736-4126,0,-5,
1659334736-4126,0,-12,
1659334736-4126,0,36,
1659334736-4126,0,0,
1659334736-4127,-37,36,
1659334736-4127,0,-29,
1659334736-4126,0,-20,
1659334736-4126,0,0,
1659334736-4127,0,0,
1659334736-4127,0,31,
1659334736-4127,0,14,
1659334736-4127,0,33,
1659334736-4127,0,45,
1659334736-4127,0,-5,
1659334736-4127,0,31,
1659334736-4127,0,16,
1659334736-4127,0,3,
1659334736-4127,0,-14,
1659334736-4127,0,7,
1659334736-4127,0,10,
1659334736-4127,0,-14,
1659334736-4127,0,-7,
1659334736-4126,37,17,
1659334736-4126,0,17,
1659334736-4127,-37,14,
1659334736-4127,0,21,
1659334736-4127,0,38,
1659334736-4127,0,14,
1659334736-4127,0,-24,
1659334736-4127,0,-3,
1659334736-4126,0,-12,
1659334736-4126,0,47,
1659334736-4126,0,-10,
1659334736-4127,0,14,
1659334736-4128,-37,3,
1659334736-4128,0,16,
1659334736-4126,37,-12,
1659334736-4126,0,14,
1659334736-4126,0,5,
1659334736-4126,0,-10,
1659334736-4127,0,19,
1659334736-4127,0,-17,
1659334736-4127,0,7,
1659334736-4127,0,14,
1659334736-4126,0,-14,
1659334736-4126,0,45,
1659334736-4126,0,-5,
1659334736-4126,0,-19,
1659334736-4126,0,19,
1659334736-4127,-37,-24,
1659334736-4127,0,-22,
1659334736-4127,0,41,
1659334736-4127,0,-14,
1659334736-4127,0,3,
1659334736-4127,0,-31,
1659334736-4127,0,-3,
1659334736-4127,0,12,
1659334736-4127,0,9,
1659334736-4126,0,-50,
1659334736-4126,0,36,
1659334736-4126,0,38,
1659334736-4126,0,2,
1659334736-4127,0,62,
1659334736-4127,0,26,
1659334736-4127,0,36,
1659334736-4127,0,-3,
1659334736-4126,0,-12,
1659334736-4126,0,2,
1659334736-4126,0,-3,
1659334736-4126,0,14,
1659334736-4126,0,5,
1659334736-4126,0,17,
1659334736-4125,0,10,
1659334736-4125,0,-7,
1659334736-4125,0,7,
1659334736-4126,-37,-26,
1659334736-4126,0,9,
1659334736-4126,0,31,
1659334736-4126,0,-5,
1659334736-4126,0,24,
1659334736-4126,0,-3,
1659334736-4126,0,-5,
1659334736-4125,0,5,
1659334736-4125,0,0,
1659334736-4126,-37,17,
1659334736-4126,0,5,
1659334736-4126,0,-5,
